geneID	chr	start	end
LOC116418195	NW_022279865.1	105069	105223
LOC116418196	NW_022279865.1	50951	52865
LOC116418197	NW_022279871.1	37374	37528
LOC116418198	NW_022279871.1	38283	40197
LOC116418199	NW_022279871.1	26571	36932
LOC116418200	NW_022279874.1	16068	16222
LOC116418201	NW_022279874.1	121661	121815
LOC116418202	NW_022279874.1	13399	15313
LOC116418203	NW_022279874.1	31374	33288
LOC116418204	NW_022279874.1	48529	50443
LOC116418205	NW_022279874.1	82258	84172
LOC116418206	NW_022279874.1	94957	96871
LOC116418207	NW_022279874.1	118992	120906
LOC116418208	NW_022279874.1	16664	20620
LOC116418209	NW_022279874.1	51794	55750
LOC116418210	NW_022279874.1	34639	38601
LOC116418211	NW_022279874.1	34043	34197
LOC116418212	NW_022279874.1	85523	89466
LOC116418213	NW_022279874.1	1	2532
LOC116418214	NW_022279874.1	98222	101037
LOC116418215	NW_022279874.1	51198	51352
LOC116418216	NW_022279874.1	84927	85081
LOC116418217	NW_022279874.1	97626	97780
LOC116418218	NW_022279878.1	14929	17150
LOC116418219	NW_022279878.1	13088	14744
LOC116418220	NW_022279878.1	17482	19950
LOC116418221	NW_022279885.1	518	1450
LOC116418222	NW_022279885.1	6725	8122
LOC116418223	NW_022279885.1	9893	12067
LOC116418224	NW_022279885.1	13012	15343
LOC116418225	NW_022279885.1	12141	14199
LOC116418226	NW_022279887.1	4532	4686
LOC116418227	NW_022279887.1	5441	7355
LOC116418228	NW_022279887.1	135	4090
LOC116418229	NW_022279889.1	5610	5764
LOC116418230	NW_022279889.1	6519	8433
LOC116418231	NW_022279889.1	1212	5168
LOC116418232	NW_022279891.1	58759	61125
LOC116418233	NW_022279891.1	41293	43686
LOC116418234	NW_022279891.1	32857	34257
LOC116418235	NW_022279891.1	8835	11721
LOC116418236	NW_022279891.1	3409	6000
LOC116418237	NW_022279894.1	18976	19130
LOC116418238	NW_022279894.1	193566	193720
LOC116418239	NW_022279894.1	5637	5791
LOC116418240	NW_022279894.1	6545	8459
LOC116418241	NW_022279894.1	19885	21799
LOC116418242	NW_022279894.1	48528	50442
LOC116418243	NW_022279894.1	68367	70281
LOC116418244	NW_022279894.1	112490	114404
LOC116418245	NW_022279894.1	194475	196389
LOC116418246	NW_022279894.1	35076	36991
LOC116418247	NW_022279894.1	34167	34321
LOC116418248	NW_022279894.1	43222	47177
LOC116418249	NW_022279894.1	14578	18534
LOC116418250	NW_022279894.1	29769	33725
LOC116418251	NW_022279894.1	2380	5195
LOC116418252	NW_022279894.1	64201	67016
LOC116418253	NW_022279894.1	190309	193124
LOC116418254	NW_022279894.1	47619	47773
LOC116418255	NW_022279894.1	67458	67612
LOC116418256	NW_022279894.1	111581	111735
LOC116418257	NW_022279896.1	12703	13512
LOC116418258	NW_022279898.1	13661	15313
LOC116418259	NW_022279898.1	17956	18342
LOC116418260	NW_022279898.1	15835	17397
LOC116418261	NW_022279900.1	15365	15519
LOC116418262	NW_022279900.1	16274	18188
LOC116418263	NW_022279900.1	10967	14923
LOC116418264	NW_022279902.1	6669	6823
LOC116418265	NW_022279902.1	7578	9492
LOC116418266	NW_022279902.1	3402	6227
LOC116418267	NW_022279904.1	18509	20920
LOC116418268	NW_022279911.1	56311	58955
LOC116418269	NW_022279911.1	88174	90093
LOC116418270	NW_022279913.1	4580	10539
LOC116418271	NW_022279913.1	10520	14850
LOC116418272	NW_022279916.1	38987	46554
LOC116418273	NW_022279922.1	3456	4024
LOC116418274	NW_022279922.1	4928	5731
LOC116418275	NW_022279923.1	2634	4372
LOC116418276	NW_022279927.1	268135	271067
LOC116418277	NW_022279927.1	304742	306248
LOC116418278	NW_022279927.1	86001	92041
LOC116418279	NW_022279927.1	481905	484006
LOC116418280	NW_022279596.1	984445	992105
LOC116418281	NW_022279927.1	478418	481565
LOC116418282	NW_022279927.1	484078	488624
LOC116418283	NW_022279927.1	357414	357652
LOC116418284	NW_022279927.1	494420	495205
LOC116418285	NW_022279927.1	577453	579839
LOC116418286	NW_022279927.1	567656	568919
LOC116418287	NW_022279927.1	600328	604591
LOC116418290	NW_022279927.1	1281281	1284069
LOC116418291	NW_022279927.1	1278562	1280657
LOC116418292	NW_022279927.1	1179092	1180507
LOC116418293	NW_022279927.1	1276930	1279021
LOC116418294	NW_022279927.1	1132291	1136740
LOC116418295	NW_022279927.1	1159867	1162661
LOC116418296	NW_022279927.1	3554	3708
LOC116418297	NW_022279927.1	885	2799
LOC116418298	NW_022279928.1	7879	11579
LOC116418299	NW_022279928.1	13496	15829
LOC116418300	NW_022279934.1	772	8477
LOC116418301	NW_022279934.1	5583	15003
LOC116418302	NW_022279596.1	1161064	1161600
LOC116418303	NW_022279937.1	195910	198381
LOC116418304	NW_022279937.1	223272	224474
LOC116418305	NW_022279937.1	174776	177482
LOC116418306	NW_022279937.1	208873	210137
LOC116418307	NW_022279937.1	220292	222860
LOC116418308	NW_022279937.1	252926	253369
LOC116418309	NW_022279937.1	307819	309168
LOC116418310	NW_022279937.1	309342	310298
LOC116418311	NW_022279942.1	7377	11275
LOC116418312	NW_022279953.1	211394	214275
LOC116418313	NW_022279953.1	208567	211170
LOC116418314	NW_022279953.1	115453	116858
LOC116418315	NW_022279953.1	76326	77747
LOC116418316	NW_022279953.1	299512	301118
LOC116418317	NW_022279953.1	56074	56808
LOC116418318	NW_022279953.1	135474	135818
LOC116418319	NW_022279590.1	1985341	1987867
LOC116418320	NW_022279953.1	147442	148710
LOC116418321	NW_022279953.1	173615	174859
LOC116418322	NW_022279596.1	1431501	1433065
LOC116418323	NW_022279953.1	274971	286152
LOC116418324	NW_022279953.1	290751	293139
LOC116418325	NW_022279965.1	107262	401576
LOC116418326	NW_022280016.1	33328	41738
LOC116418327	NW_022279596.1	1433205	1433897
LOC116418328	NW_022280016.1	44065	45917
LOC116418329	NW_022280016.1	28827	29657
LOC116418330	NW_022280016.1	24979	26609
LOC116418331	NW_022279596.1	1485902	1487168
LOC116418332	NW_022280016.1	136578	137506
LOC116418333	NW_022280016.1	174640	178372
LOC116418334	NW_022280023.1	489872	492098
LOC116418335	NW_022280023.1	531914	532753
LOC116418336	NW_022280023.1	160798	280631
LOC116418337	NW_022280023.1	321177	586694
LOC116418338	NW_022280023.1	324876	329644
LOC116418339	NW_022280023.1	533188	537338
LOC116418340	NW_022280023.1	111104	113565
LOC116418341	NW_022280023.1	144390	146190
LOC116418342	NW_022280024.1	63274	69438
LOC116418343	NW_022280026.1	5888	6655
LOC116418344	NW_022280026.1	7056	22724
LOC116418345	NW_022280026.1	22943	59482
LOC116418346	NW_022280027.1	85925	88723
LOC116418348	NW_022280027.1	111817	114572
LOC116418349	NW_022280027.1	114573	117837
LOC116418350	NW_022280027.1	91866	95335
LOC116418351	NW_022280027.1	101835	105305
LOC116418352	NW_022280027.1	124980	127201
LOC116418353	NW_022280030.1	108027	333353
LOC116418354	NW_022280030.1	735335	735851
LOC116418355	NW_022279596.1	953972	955952
LOC116418356	NW_022279596.1	936719	941254
LOC116418357	NW_022279597.1	341234	344647
LOC116418358	NW_022279597.1	313527	314759
LOC116418359	NW_022279597.1	138217	138929
LOC116418360	NW_022279597.1	144222	147085
LOC116418361	NW_022279597.1	149317	149815
LOC116418362	NW_022279597.1	307855	309291
LOC116418363	NW_022279597.1	149850	152252
LOC116418364	NW_022279590.1	1336977	1338788
LOC116418365	NW_022279590.1	2091914	2094895
LOC116418366	NW_022279590.1	2177091	2182038
LOC116418368	NC_045757.1	32964235	32966548
LOC116418369	NC_045757.1	32962632	32963204
LOC116418371	NC_045757.1	24858373	24859792
LOC116418372	NC_045757.1	27384687	27386717
LOC116418373	NC_045757.1	32149703	32153425
LOC116418374	NC_045757.1	25515387	25516589
LOC116418375	NC_045757.1	24007580	24009238
LOC116418376	NC_045757.1	25141916	25146606
LOC116418378	NC_045757.1	24279076	24286601
LOC116418379	NC_045757.1	32689378	32690094
LOC116418380	NC_045757.1	32823602	32824833
LOC116418381	NC_045757.1	33007632	33008755
LOC116418382	NC_045757.1	25155610	25170066
LOC116418383	NW_022279590.1	690269	691210
LOC116418385	NW_022279590.1	695930	699824
LOC116418386	NC_045757.1	34591921	34593831
LOC116418387	NW_022279590.1	693370	694522
LOC116418388	NW_022279590.1	620501	621116
LOC116418389	NW_022279590.1	223986	225627
LOC116738448	NC_045761.1	18839507	18841558
LOC116738449	NW_022279640.1	649144	655395
LOC116738450	NC_045758.1	2706196	2707627
LOC116738451	NC_045758.1	30857027	30860162
LOC116738452	NC_045759.1	20109269	20110366
LOC116738453	NC_045757.1	32251897	32252597
LOC116738454	NC_045758.1	9887925	9889050
LOC116738455	NC_045757.1	26378654	26379841
LOC116738456	NC_045759.1	13565426	13600322
LOC116738457	NC_045757.1	24861979	24862575
LOC116738458	NC_045760.1	26225873	26230061
LOC116738459	NW_022279640.1	430450	584415
LOC116738460	NW_022279643.1	1591807	1633340
LOC116738461	NC_045757.1	15611828	15614859
LOC116738462	NC_045757.1	30353072	30354878
LOC116738463	NC_045758.1	7892770	7894759
LOC116738464	NC_045757.1	25968933	25969631
LOC116738465	NC_045758.1	1506179	1519093
LOC116738466	NW_022279623.1	4268593	4269090
LOC116738467	NC_045761.1	9528377	9530036
LOC116738468	NC_045758.1	27437655	27438821
LOC116738469	NW_022279643.1	3293173	3294028
LOC116738470	NC_045757.1	13778981	13780953
LOC116738471	NC_045757.1	35478111	35481759
LOC116738472	NC_045757.1	35599112	35601201
LOC116738473	NC_045757.1	2058854	2061698
LOC116738474	NC_045757.1	9359026	9361663
LOC116738475	NC_045757.1	9924527	9925621
LOC116738476	NC_045757.1	17484268	17485396
LOC116738477	NC_045757.1	18050704	18051234
LOC116738478	NC_045757.1	31487964	31489615
LOC116738479	NC_045757.1	6189916	6191468
LOC116738480	NC_045757.1	34824168	34827411
LOC116738481	NC_045757.1	20884732	20886417
LOC116738482	NC_045757.1	25021230	25023095
LOC116738483	NC_045757.1	30843449	30844161
LOC116738484	NC_045757.1	26346285	26348973
LOC116738485	NC_045757.1	20114051	20114572
LOC116738486	NC_045757.1	7303119	7304352
LOC116738487	NC_045757.1	7182871	7184852
LOC116738488	NC_045757.1	7094024	7094950
LOC116738489	NC_045757.1	21202521	21205889
LOC116738490	NC_045757.1	11390801	11392905
LOC116738491	NC_045758.1	23211933	23217472
LOC116738492	NC_045758.1	27877327	27877646
LOC116738493	NC_045758.1	3931426	3931889
LOC116738494	NC_045758.1	12041830	12042187
LOC116738495	NC_045758.1	12101986	12104795
LOC116738496	NC_045758.1	8828000	8831182
LOC116738497	NC_045758.1	31357302	31358188
LOC116738498	NC_045758.1	31557999	31565421
LOC116738499	NC_045757.1	3524098	3525237
LOC116738500	NC_045758.1	15467096	15469136
LOC116738501	NC_045758.1	9544035	9558801
LOC116738502	NC_045758.1	9371785	9372778
LOC116738503	NC_045758.1	157318	158683
LOC116738504	NC_045758.1	24808817	24812016
LOC116738505	NC_045758.1	13735999	13754578
LOC116738506	NC_045758.1	28559237	28561162
LOC116738507	NC_045758.1	26675891	26679403
LOC116738508	NC_045758.1	26577190	26579447
LOC116738509	NC_045758.1	23384259	23393077
LOC116738510	NC_045758.1	23421824	23422681
LOC116738511	NC_045758.1	8696074	8697171
LOC116738512	NC_045758.1	17555690	17556400
LOC116738513	NC_045758.1	24392364	24393037
LOC116738514	NC_045758.1	29670446	29670847
LOC116738515	NC_045758.1	29987848	29988167
LOC116738516	NC_045758.1	30195868	30196734
LOC116738517	NC_045758.1	30737943	30739140
LOC116738518	NC_045758.1	19766682	19769584
LOC116738519	NC_045757.1	4611484	4612499
LOC116738520	NC_045758.1	24532233	24533135
LOC116738521	NC_045758.1	24529907	24531858
LOC116738522	NC_045758.1	32858184	32859770
LOC116738523	NC_045758.1	14919277	14920223
LOC116738524	NC_045758.1	8751097	8752079
LOC116738525	NC_045758.1	13008115	13010590
LOC116738526	NC_045757.1	23859139	23862101
LOC116738527	NC_045757.1	24002759	24003261
LOC116738528	NC_045759.1	6237963	6241884
LOC116738529	NC_045759.1	20483736	20485867
LOC116738530	NC_045759.1	9001982	9006416
LOC116738531	NC_045759.1	9098029	9099730
LOC116738532	NC_045757.1	17434895	17436666
LOC116738533	NC_045759.1	21587857	21591359
LOC116738534	NC_045757.1	5020555	5022438
LOC116738535	NC_045759.1	4954177	4954775
LOC116738536	NC_045759.1	10164754	10165754
LOC116738537	NC_045759.1	10202134	10202707
LOC116738538	NC_045759.1	927568	928355
LOC116738539	NC_045759.1	18136001	18139628
LOC116738540	NC_045759.1	23511976	23515202
LOC116738541	NC_045759.1	17674128	17674451
LOC116738542	NC_045759.1	17727936	17728754
LOC116738543	NC_045757.1	5709455	5709953
LOC116738544	NC_045759.1	23496140	23500156
LOC116738545	NC_045759.1	23474962	23477581
LOC116738546	NC_045759.1	23466633	23468397
LOC116738547	NC_045759.1	24652716	24654543
LOC116738548	NC_045759.1	6881963	6882613
LOC116738549	NC_045759.1	6997911	7001060
LOC116738550	NC_045759.1	8080395	8086168
LOC116738551	NC_045759.1	8354789	8372055
LOC116738552	NC_045759.1	10406436	10408284
LOC116738553	NC_045759.1	10616904	10619530
LOC116738554	NC_045759.1	10774401	10776300
LOC116738555	NC_045757.1	27922766	27924909
LOC116738556	NC_045757.1	27898347	27966295
LOC116738557	NC_045757.1	28088018	28091745
LOC116738558	NC_045760.1	27683465	27684155
LOC116738559	NC_045760.1	21232232	21234714
LOC116738560	NC_045760.1	13919695	13922264
LOC116738561	NC_045757.1	28676588	28678613
LOC116738562	NC_045760.1	19897544	19898461
LOC116738563	NC_045757.1	28769599	28774218
LOC116738564	NC_045760.1	13502837	13504000
LOC116738565	NC_045760.1	30553787	30560684
LOC116738566	NC_045760.1	30623126	30623842
LOC116738567	NC_045760.1	17405963	17407483
LOC116738568	NC_045760.1	17554671	17555640
LOC116738569	NC_045760.1	11867389	11868186
LOC116738570	NC_045760.1	21663307	21664070
LOC116738571	NC_045760.1	1704210	1705782
LOC116738572	NC_045760.1	2182337	2186601
LOC116738573	NC_045760.1	2673295	2676006
LOC116738574	NC_045760.1	9683677	9685057
LOC116738575	NC_045760.1	9634422	9635702
LOC116738576	NC_045760.1	9662348	9666476
LOC116738577	NC_045760.1	26362968	26365080
LOC116738578	NC_045760.1	32016336	32018871
LOC116738579	NC_045760.1	22393258	22582666
LOC116738580	NC_045760.1	22929687	22933973
LOC116738581	NC_045760.1	31943817	31947409
LOC116738582	NC_045760.1	31947452	31950238
LOC116738583	NC_045760.1	19516252	19520303
LOC116738584	NC_045760.1	31020809	31025103
LOC116738585	NC_045760.1	31258483	31260407
LOC116738586	NC_045760.1	14847436	14848593
LOC116738587	NC_045760.1	997366	1006380
LOC116738588	NC_045760.1	336700	338462
LOC116738589	NC_045760.1	11046303	11047913
LOC116738590	NC_045757.1	22074309	22075813
LOC116738591	NC_045761.1	273227	273880
LOC116738592	NC_045761.1	9518819	9519488
LOC116738593	NC_045761.1	21896778	21909855
LOC116738594	NC_045761.1	27928347	27932743
LOC116738595	NC_045761.1	22571550	22578310
LOC116738596	NC_045761.1	23466692	23475565
LOC116738597	NC_045761.1	24010483	24013137
LOC116738598	NC_045761.1	23907858	23909563
LOC116738599	NC_045761.1	23882342	23883414
LOC116738600	NC_045761.1	4990416	4991059
LOC116738601	NC_045757.1	37557927	37559064
LOC116738602	NC_045761.1	4344937	4349573
LOC116738603	NC_045757.1	37357436	37364693
LOC116738604	NC_045761.1	4685574	4744902
LOC116738605	NC_045761.1	20937400	20943987
LOC116738606	NC_045761.1	24945385	24955645
LOC116738607	NC_045761.1	24945826	24957779
LOC116738608	NC_045761.1	6942463	6951461
LOC116738609	NC_045761.1	13824406	13825923
LOC116738610	NC_045761.1	26167161	26169496
LOC116738611	NC_045761.1	26737188	26739496
LOC116738612	NC_045761.1	27116356	27117895
LOC116738613	NC_045761.1	27227504	27228053
LOC116738614	NC_045761.1	27460876	27461591
LOC116738615	NC_045757.1	16371139	16373961
LOC116738616	NC_045761.1	20228807	20229108
LOC116738617	NC_045761.1	11217012	11219238
LOC116738618	NC_045761.1	19529783	19531235
LOC116738619	NW_022279588.1	1319437	1530910
LOC116738620	NW_022279588.1	194078	198733
LOC116738621	NW_022279589.1	930538	933103
LOC116738622	NW_022279591.1	4880796	4881940
LOC116738623	NW_022279591.1	2703567	2706507
LOC116738624	NW_022279591.1	1917751	1921271
LOC116738625	NW_022279591.1	3514505	3517501
LOC116738626	NW_022279593.1	881990	889861
LOC116738627	NW_022279593.1	409954	410802
LOC116738628	NW_022279594.1	2770	3947
LOC116738629	NW_022279594.1	957589	959383
LOC116738630	NW_022279594.1	1409406	1409951
LOC116738631	NW_022279595.1	137135	193427
LOC116738632	NW_022279596.1	2570393	2582714
LOC116738633	NW_022279596.1	1303713	1308588
LOC116738634	NW_022279596.1	1111370	1117306
LOC116738635	NW_022279600.1	745341	748910
LOC116738636	NW_022279601.1	607598	609556
LOC116738637	NW_022279602.1	42032	43769
LOC116738638	NW_022279608.1	1708910	1711585
LOC116738639	NW_022279610.1	1286389	1287599
LOC116738640	NW_022279610.1	2567971	2570654
LOC116738641	NW_022279610.1	2793289	2794404
LOC116738642	NW_022279612.1	1881163	1883318
LOC116738643	NW_022279614.1	1630179	1637607
LOC116738644	NW_022279615.1	1091875	1102110
LOC116738645	NW_022279615.1	1128266	1129504
LOC116738646	NW_022279615.1	1145093	1155136
LOC116738647	NW_022279617.1	2951122	2953374
LOC116738648	NW_022279617.1	907529	915658
LOC116738649	NW_022279617.1	1964348	1967554
LOC116738650	NW_022279617.1	1763833	1765281
LOC116738651	NW_022279617.1	3494070	3498090
LOC116738652	NW_022279623.1	4184738	4187829
LOC116738653	NW_022279623.1	975314	976548
LOC116738654	NW_022279623.1	284556	290490
LOC116738655	NW_022279624.1	1842249	1849042
LOC116738656	NW_022279624.1	2812553	2814928
LOC116738657	NW_022279625.1	174744	175408
LOC116738658	NW_022279626.1	1183827	1185762
LOC116738659	NW_022279626.1	978942	979704
LOC116738660	NW_022279626.1	2259979	2264406
LOC116738661	NC_045757.1	32461718	32467374
LOC116738662	NW_022279629.1	588275	591159
LOC116738663	NW_022279629.1	1438447	1440558
LOC116738664	NW_022279629.1	2402957	2416088
LOC116738665	NW_022279638.1	3322688	3326982
LOC116738666	NW_022279638.1	2572612	2573965
LOC116738667	NW_022279638.1	1419785	1421315
LOC116738668	NW_022279638.1	5516573	5518643
LOC116738669	NW_022279638.1	4012516	4014009
LOC116738670	NW_022279639.1	2050023	2051183
LOC116738671	NW_022279639.1	2872595	2876111
LOC116738672	NW_022279639.1	2866205	2868555
LOC116738673	NW_022279640.1	590154	591252
LOC116738674	NW_022279640.1	317897	320223
LOC116738675	NW_022279640.1	42489	45457
LOC116738676	NC_045757.1	24998506	25002568
LOC116738677	NC_045757.1	25005536	25006654
LOC116738678	NW_022279643.1	3275331	3288198
LOC116738679	NW_022279643.1	1788259	1790310
LOC116738680	NW_022279643.1	1794942	1800172
LOC116738681	NW_022279645.1	1315016	1319803
LOC116738682	NW_022279645.1	1678938	1680910
LOC116738683	NW_022279645.1	283880	286767
LOC116738684	NC_045757.1	28393248	28395568
LOC116738685	NW_022279645.1	1668680	1670135
LOC116738686	NW_022279645.1	1648244	1649134
LOC116738687	NW_022279646.1	1737971	1740376
LOC116738688	NW_022279646.1	2044209	2048012
LOC116738689	NW_022279646.1	196291	204148
LOC116738690	NW_022279646.1	295598	297399
LOC116738691	NW_022279646.1	705654	707641
LOC116738692	NW_022279657.1	406604	409511
LOC116738693	NW_022279657.1	1216080	1217006
LOC116738694	NW_022279657.1	330068	331079
LOC116738695	NW_022279657.1	425321	433244
LOC116738696	NW_022279660.1	130251	130759
LOC116738697	NW_022279670.1	93505	94980
LOC116738698	NW_022279670.1	114951	115998
LOC116738699	NW_022279684.1	3535	5704
LOC116738700	NW_022279706.1	39320	39606
LOC116738701	NW_022279904.1	3815	12927
LOC116738702	NW_022279913.1	14980	17809
LOC116738703	NW_022279942.1	10763	12569
LOC116738704	NW_022280023.1	155573	157366
LOC116738705	NW_022280027.1	34074	36344
LOC116738706	NC_045757.1	2315279	2316366
LOC116738707	NC_045757.1	2311581	2312084
LOC116738708	NC_045757.1	13614217	13615408
Lage3	NC_045757.1	14749502	14750636
Lin	NC_045761.1	10058123	10062864
Lobe	NC_045757.1	13671374	13677872
Lop1	NC_045760.1	1630970	1633198
Lsd2	NC_045761.1	1168645	1182629
Mak10	NC_045759.1	3822595	3826481
Mbd	NC_045758.1	23567693	23571871
Melk	NC_045757.1	3352026	3354675
Mir1	NC_045758.1	13069144	13069224
Mir10	NC_045760.1	5904403	5904502
Mir100	NW_022279601.1	486393	486492
Mir12	NC_045758.1	15145220	15145303
Mir124	NC_045760.1	2266205	2266281
Mir125	NW_022279601.1	483618	483727
Mir133	NC_045758.1	13086927	13087015
Mir137	NC_045761.1	18979046	18979145
Mir13a	NC_045757.1	9542121	9542223
Mir13b	NC_045757.1	9541872	9541963
Mir14	NC_045757.1	31900409	31900511
Mir184	NC_045760.1	25324714	25324805
Mir190	NC_045761.1	22002695	22002790
Mir210	NC_045759.1	9004824	9004908
Mir219	NC_045757.1	15075861	15075962
Mir252	NC_045761.1	24429407	24429507
Mir263b	NC_045759.1	19769382	19769462
Mir275	NC_045760.1	3761223	3761316
Mir276	NC_045760.1	2576398	2576481
Mir277	NC_045760.1	7791963	7792049
Mir279	NC_045760.1	17574242	17574341
Mir2796	NC_045760.1	16741177	16741261
Mir281	NC_045761.1	17120307	17120409
Mir282	NC_045758.1	10351864	10351955
Mir283	NC_045758.1	15143913	15144014
Mir29b	NC_045757.1	37147828	37147926
Mir2a	NC_045757.1	9541677	9541769
Mir2b	NC_045757.1	9540662	9540746
Mir2c	NC_045757.1	9542271	9542372
Mir305	NC_045760.1	3761039	3761128
Mir307	NC_045758.1	9975032	9975129
Mir315	NC_045759.1	11681761	11681842
Mir317	NC_045760.1	7805873	7805962
Mir31a	NC_045761.1	19623219	19623317
Mir33	NC_045761.1	12085824	12085924
Mir34	NC_045760.1	7787551	7787649
Mir3477	NC_045758.1	15144608	15144699
Mir3478	NC_045760.1	26722023	26722102
Mir375	NC_045761.1	6810996	6811097
Mir7	NC_045761.1	18519102	18519188
Mir71	NC_045757.1	9542442	9542543
Mir8	NC_045761.1	7037828	7037913
Mir927	NW_022279615.1	557822	557923
Mir928	NC_045760.1	30844350	30844449
Mir929	NC_045761.1	24486700	24486799
Mir92a	NC_045761.1	430039	430136
Mir932	NC_045761.1	22868800	22868899
Mir993	NC_045760.1	5862359	5862477
Mir9a	NC_045759.1	8267403	8267489
Miriab-4	NC_045760.1	6507097	6507165
Miriab-8	NC_045760.1	6507097	6507165
Mirlet7	NW_022279601.1	485164	485262
Mlh1	NC_045761.1	11237085	11240036
Mmp1	NW_022279638.1	5240968	5571799
Moca-cyp	NC_045759.1	24736609	24738263
Mospd2	NC_045757.1	16309106	16313066
Mrjpl2	NC_045759.1	4693878	4696408
Mrjpl3	NC_045759.1	4691394	4693478
Mrjpl4	NC_045759.1	4689215	4691036
Mrjpl5	NC_045759.1	4686027	4688659
Mrjpl7	NW_022279641.1	751539	755251
Mrjpl8	NW_022279641.1	757609	763232
Mrjpl9	NC_045759.1	3764848	3766491
Mrpl37	NC_045760.1	2738980	2740857
Msh2	NC_045759.1	3919653	3934150
Msh4	NW_022279652.1	386205	848783
Mto1	NC_045758.1	7095355	7099444
Mus201	NC_045758.1	215821	222647
Myeov2	NC_045758.1	1707801	1708523
Myo1A	NC_045758.1	6427575	6436623
N6amt2	NC_045758.1	31000012	31001256
NV_30029	NC_045761.1	16956310	16957578
NV_30064	NC_045761.1	26974290	26980304
NV_30081	NC_045761.1	15964966	15968174
NV_30083	NC_045761.1	18671863	18673844
NV_30142	NC_045760.1	5646943	5649681
NV_30145	NC_045759.1	17569641	17570427
Na-pi-t	NC_045758.1	25588210	25593676
Ndc1	NC_045759.1	20142323	20144665
Ndufa10	NC_045757.1	23967298	23969252
Ndufa12	NC_045761.1	12182157	12183005
Ndufa13	NC_045758.1	20789580	20790411
Ndufa2	NC_045760.1	10442572	10443229
Ndufa4	NC_045759.1	21573960	21574816
Ndufa5	NW_022279608.1	3565177	3686117
Ndufa6	NC_045758.1	9623086	9628915
Ndufa7	NW_022279588.1	2672793	2745489
Ndufa8	NW_022279625.1	1764376	1855489
Ndufa9	NC_045759.1	21448219	21450353
Ndufab1	NW_022279617.1	1928143	1929951
Ndufb1	NC_045761.1	12703961	12704974
Ndufb10	NC_045757.1	4138263	4139580
Ndufb3	NC_045761.1	18251843	18252913
Ndufb4	NC_045757.1	22115013	22116610
Ndufb5	NC_045761.1	7617262	7618608
Ndufb6	NC_045760.1	14657271	14658703
Ndufb7	NC_045757.1	11936553	11939903
Ndufb8	NW_022279614.1	1967539	2030453
Ndufb9	NC_045759.1	21568048	21570794
Ndufc2	NC_045760.1	6896870	6898367
Ndufs1	NW_022279593.1	102176	371168
Ndufs2	NW_022279601.1	1189984	1192768
Ndufs3	NC_045758.1	29907821	29909510
Ndufs4	NC_045760.1	14936442	14937645
Ndufs5	NW_022279612.1	645936	687190
Ndufs6	NC_045758.1	27409089	27409931
Ndufs7	NC_045759.1	7467339	7541309
Ndufs8	NC_045761.1	2508331	2509940
Ndufv1	NC_045760.1	1608719	1611155
Ndufv2	NC_045760.1	28671716	28673348
Nedd4	NC_045759.1	12453721	12463896
Nfyc	NC_045758.1	8068677	8070867
Nmd3	NC_045760.1	9674670	9676485
Nop60b-like	NC_045758.1	31786879	31789690
Nos	NW_022279588.1	164487	1503487
Nrk1	NC_045757.1	33333246	33335311
Nsf	NC_045757.1	15900084	15907035
Nvit_12344	NC_045759.1	18056770	18059234
Nvu1	NC_045757.1	4766126	4767820
Nvu1-fru	NC_045757.1	4710614	4767826
OBP19	NC_045760.1	32697664	32699261
OBP67	NC_045759.1	14885346	14886314
OBP77	NC_045760.1	25128418	25129335
Ogdh	NC_045760.1	29435962	29448434
Ogt	NC_045757.1	31941516	31995303
Or1	NC_045759.1	16665262	16676827
Or10	NC_045759.1	7104485	7106209
Or100	NC_045758.1	800436	801891
Or101	NC_045758.1	798026	800059
Or102	NC_045758.1	795895	797472
Or103	NC_045758.1	793140	794930
Or104PSE	NC_045758.1	791126	792480
Or105	NC_045758.1	788605	792889
Or106	NC_045761.1	27026388	27027853
Or107	NC_045761.1	19130996	19132838
Or108PSE	NC_045761.1	18531174	18532202
Or109PSE	NC_045761.1	17993490	17994722
Or110	NC_045761.1	19628155	19630018
Or111	NC_045761.1	19366347	19368401
Or112PSE	NC_045758.1	13913470	13914503
Or113	NC_045761.1	27474715	27476243
Or114	NC_045761.1	27471612	27473150
Or115	NC_045761.1	27469471	27470977
Or116PSE	NC_045761.1	27467553	27468799
Or117	NC_045761.1	20247431	20248990
Or118	NC_045761.1	20244996	20246717
Or119	NC_045761.1	20240503	20243967
Or12	NC_045761.1	24943317	24944993
Or120PSE	NC_045761.1	20239937	20241339
Or121PSE	NC_045761.1	20232614	20233949
Or122	NC_045761.1	20229653	20231993
Or123PSE	NC_045761.1	20228580	20229899
Or124	NC_045761.1	20226368	20227964
Or125	NC_045761.1	20219053	20225854
Or126	NC_045761.1	20221199	20222749
Or128	NC_045761.1	20217055	20218428
Or129	NC_045757.1	10886305	10888061
Or13	NC_045761.1	24940614	24943013
Or130	NC_045757.1	10891187	10894287
Or131PSE	NC_045757.1	10896421	10898538
Or132	NC_045757.1	10900424	10902224
Or133	NC_045757.1	10903640	10905441
Or134	NC_045757.1	10906965	10909672
Or135	NC_045757.1	10780279	10785434
Or136PSE	NC_045757.1	28654614	28656891
Or137	NC_045757.1	6277367	6281115
Or139	NC_045759.1	6480518	6482693
Or14	NC_045761.1	24937743	24940537
